carnum,ft1,lt1,ft2,lt2,ft4,lt4
’„GBA183E99E1F20549FBEB4AD24AC0562B,7,18,7,18,7.0,18.0
’„G0EF4CBB9E1832C34D4A2F4E4AAA46912,7,17,7,16,7.0,18.0
’„G1E3C00E3C611F7AB82D73C79227A4E6B,7,8,7,17,7.0,18.0
’„G4B147E37792D73EBA374881159CBB147,7,20,7,19,,
ƒ˛D6A21772E05BBC0899CE567D3069B491B,7,19,7,7,,
’„G1C0D14544C01ABA8948AB5F0A3BEF2B5,7,17,8,18,7.0,18.0
’„G1F0561242B014198B9455F8306541225,8,18,8,12,6.0,21.0
’„G48889BB9A567A383D74F723CFE71F76D,6,20,7,20,7.0,20.0
’„G1D535D477D3B1905195A2F3B3B66BC29,7,17,7,17,7.0,17.0
’„G885F64FB3502BB08BE5F539B003BC5F8,1,3,1,4,2.0,3.0
’„GDA1CDBBB47452951AB9251F4F9C62F8C,6,18,6,18,5.0,19.0
’„GEC31BCD58F566B8EE823C11E27277B36,7,17,6,13,,
’„GEE7330CAAEDB46B075269393D3FA33E8,10,22,8,9,8.0,22.0
’„A3171F9B5AC661E5417F45762B21C806D,6,17,6,17,6.0,12.0
’„GD5E818AEA6DA8791A5CC9618BBAF4D42,7,22,7,17,7.0,20.0
’„G26B8DF7A385824974BCBDF2E188C83DE,7,20,7,17,7.0,20.0
’„GA89B045FFE3F5A72754E1679C84DED93,7,17,8,17,7.0,19.0
’„GBE1CD6B3C5EC690E24457560E703C494,8,18,8,17,,
’„G375DA62ABD6188AA9F4DBF112A5EA2AE,7,17,8,17,7.0,18.0
’„G7E0DF0BE95C161BF4E33DBBC5A8BE2A5,6,17,8,15,,
’„G76933CFFA93DDBBF6481B1D24601D8FD,8,17,8,17,7.0,19.0
’„G2856502EE48326A548AC1A0A603C9F07,7,18,7,18,7.0,18.0
’„GBC9FCC5F356D3AD0CD148E0EE8C4181D,7,17,8,16,7.0,18.0
’„GEBB9034AB4924EA08D8576804569167D,7,17,7,17,,
’„G4852BE810D192FF1645387DA233E4D82,7,19,7,17,7.0,18.0
’„GDA62E163464322A14216A8917531137F,7,17,7,17,7.0,18.0
’„GEDE3937DCBC07AE54768E120F19248D8,15,17,17,17,8.0,15.0
’„G1D0D9428521EAB7F400BFE2B6E04B358,8,18,7,18,7.0,17.0
’„DD7B367D331E0F9935AB6CF02283CE7F8,8,18,8,17,8.0,8.0
’„G289F9E0990E5CEB792C06F088DF195ED,8,19,13,17,8.0,19.0
’„G5CA5718FAC6536384771792A5C5C4B94,9,18,9,17,8.0,19.0
’„G0A315C773C713FC97A5A29F9F4863350,7,17,8,17,7.0,18.0
’„GE8DB5CC409AFC8EA00E9B6E70D6F0BC5,7,17,7,17,,
’„GD8CF6B68849D5FFFC7190AFDDFE64ED5,8,19,8,19,,
’„G347ECA4C2008DCBFEC4F24C5EDD8A183,7,17,10,10,7.0,18.0
’„G8545C5B4970C54307A8A6DD74A11207E,7,20,7,18,,
’„GEDCA975BBD7B904BC747609B0FCF9D67,7,18,7,17,7.0,18.0
’„GECD547ED055E011FA43B4AC5F124ECB9,7,17,7,17,,
’„A4033ABD4E786DF7BA26B58901D9F203B,7,17,7,17,7.0,13.0
’„G0044082510DF8ADB1901961D407C6ED2,7,19,8,17,7.0,19.0
’„GFAB2097F9CB7B869C1FF51285AEA30F1,7,15,12,18,7.0,15.0
’„G6646B42B5A637F9E6B8E069653D520CC,7,17,11,17,6.0,18.0
’„GFFEA259EEDB0C9D8F5627D15794750A2,7,16,8,17,7.0,17.0
’„G74F329642BF8653C607EC4D0797F07F5,8,18,7,18,,
’„G09329DD03A8B5C83EBF73250B123CF7C,7,20,6,17,6.0,20.0
’„G73A8B7BCC1249C33B38FE8D55A5C23E4,16,21,12,19,17.0,20.0
’„GBB9C810A822752FC25ADD83B9B35532E,7,17,7,17,7.0,18.0
’„G8699DB9010A56883A94EF6F5BCD05423,7,17,8,16,6.0,18.0
’„GA6D2BAD4B176734F7CDD5FC4B3EF0944,7,17,7,17,7.0,17.0
’„GD3875908085388B2D996C1D25ADFF2D9,8,18,8,8,8.0,13.0
’„G7BA6BF5BB3688E955DA40049F7ED1E58,7,9,9,14,7.0,18.0
’„G88A9BB6891CDC5C6AB89EAA00D632D49,8,16,7,17,7.0,17.0
’„G2FD52EC6B9878C57CD3F940263000359,8,16,9,18,,
’„G88E900500FC907121D2F8D0BAB6FF738,7,18,8,17,,
’„G704660611C54549EA8C1CB934DC03E5C,10,17,9,15,,
’„G8F96757683B6AAED9FF935757EBCDCC0,8,16,7,16,7.0,17.0
’„GDBCC4F0882C66B79EC067D31804B7F83,8,17,8,18,17.0,18.0
’„GB84BA7AD861C996E50051ACFB726336D,6,17,7,11,6.0,17.0
’„GBC38FE1F720692FCE10500489C993C0C,8,16,7,17,7.0,18.0
’„G009C8197918EDB560ABC14827D62745B,8,19,8,17,9.0,17.0
’„G7242675A24F2DB8325A482F0F74139CC,8,17,8,17,,
’„GFE80DF57C8BED42CDD999A75F35DB411,4,18,6,13,4.0,19.0
’„GFD1D6E994CDFFC7C4C35A81C9FE1DB2F,6,20,8,16,6.0,21.0
’„G562FAF301B8923BE4A245B04DA99DED7,6,19,7,17,6.0,21.0
’„G448D03C06C88D680880555C317CDF8AE,6,7,7,17,6.0,18.0
’„G9E6FBA3DB3AA4DCA48B16CE234F6F8CB,7,19,7,17,,
’„G6B77C10211349DDA265804F92E97A1FA,6,17,7,18,6.0,6.0
’„GD89F44536B56772A0A8A68C9300474CD,10,21,10,12,,
’„GD057711162BCA8DCF7198849F272FF85,8,17,8,17,8.0,18.0
’„G0DB5E1378005AC2F5CBF7F1BAC180914,7,16,8,11,7.0,16.0
’„G1594343EF59F3228F4276C768B466A35,7,20,8,17,7.0,18.0
’„G33B3DF7A9669D2552BD2BEA9BF5F3739,7,20,7,17,6.0,20.0
’„G43F5DBBE50C16786C5A5C6C0BCA11BF5,8,17,8,17,7.0,17.0
’„G55E1E8444747E8D5A539CE54A15D688B,7,13,8,17,7.0,13.0
’„G5AD64B2CDBB7A0B81352B34956AA1E5F,7,18,7,16,,
’„G877C822E57AA699E60D7C19664682F9E,8,18,8,17,,
’„G8A3F58658B167621BABACED18BDCB820,7,17,7,17,7.0,18.0
’„G94725198EDA131BF61E55CEA5F41139A,8,21,8,18,6.0,21.0
’„GB5C25FB961643162D72027BD78DA6BBF,8,16,10,15,6.0,14.0
’„GE7E362D060154B45ACA577AC3BCFFFD5,8,14,8,9,8.0,15.0
’„GB85C6C14506D703A6D3EBECD164BA30B,8,19,8,19,6.0,8.0
’„G0D37B151CE3322AC2759A880B8C7D8F0,7,17,7,17,,
’„G1C896EFB3C1C4DF1DB0C8E3D2E6DC6EF,7,17,7,17,,
’„GBB12AB726EEBAAFE45F938E43A44E466,5,15,6,14,,
’„GC9DA20F5ABE72F00D24DBEF1C8DE81C2,7,15,8,16,7.0,10.0
’„G0FFF18583C600C7E63F81E7175F6E801,7,17,8,16,7.0,18.0
’„G3A63F934B96017A9C77211AF0473C526,7,17,7,17,,
’„G2B71C28EB83C607CABD15A05CDA5E3F5,12,20,12,19,12.0,20.0
’„G8767E9EDF3B0584EEA10EE65ACF80930,7,18,7,17,7.0,18.0
’„GD42F49B1F8C96EE077BAC86FEAFEACD2,7,17,7,17,6.0,7.0
’„GA277B4F2B1E16A27363B3B1CE37C4911,6,20,7,18,6.0,7.0
’„G6F370BD39E1F8A271822F64B98DECC8D,8,18,8,17,,
’„GA77B271B602B62BAACA39587E8138CB7,6,17,8,17,,
’„GA2FFF6079EEB4D58F5181CEB07846946,7,16,7,17,7.0,17.0
’„GDD8B6C8949E243D73300B261491A5153,8,18,8,17,7.0,18.0
’„GF79B7A7A62514B37BE89EA253459BEC9,7,17,7,17,7.0,18.0
’„GCA9615873B97F4DE25AEC9BFCEB4950B,8,18,8,17,7.0,18.0
’„G1E796F6C604F4702A4B7487BFF8BE67B,7,17,7,17,7.0,18.0
’„GA7ED989404A544B7E785AE2D9082064F,7,20,7,17,7.0,17.0
’„GBBF615DCA57B354B4B7324A47E48F0C7,6,16,7,17,6.0,18.0
’„G599695DC50951D815B02CF58B5A78C78,7,18,7,17,7.0,7.0
’„GE13C32A5F0B0F0A4FF7A684980C606E5,7,20,8,17,,
’„G0D85D2A8954AF6D77E1E6F1A93BF33E9,8,19,8,18,8.0,17.0
’„G5824E192AE6880CBB6C270B015FC2467,2,5,3,6,4.0,5.0
’„GE4B0345A82379AFD0B0C2D3356763531,7,14,7,17,,
’„G1FC079DC1C07D5EB177918EB7D0E7ABF,8,17,9,17,9.0,17.0
’„G2BEBAF851AFB96D2C7E125E201A304B5,10,13,10,13,,
’„GC0F99D5A7E563BEE2BCB6F46B4DDCB05,7,20,15,16,7.0,21.0
’„G638D742969C2ACBAFA8FC49878643954,9,20,12,19,,
’„GF7651236117CF6C81CDB5A1EF4EDE31D,7,18,8,17,4.0,18.0
’„GCC0418E6FA85B90E4C40A23274AA7613,13,18,13,17,,
’„G5F6B6419B0A37FF08A5D574D91C99D3A,8,20,7,18,8.0,17.0
’„G03B84EC21976C33FB79752F9CB2FC4B3,7,18,7,7,7.0,16.0
’„G95B359657E57BCF2EABCA7898CE7DB46,8,17,8,17,12.0,21.0
’„GEA90AFCECF26161BEBF0B747DA9A68D9,0,21,8,14,7.0,23.0
’„G2AA7E8BE76758BD46D6D790A326C2221,16,19,8,18,9.0,16.0
’„G1D39D37EBA3156FDE182FC3A92BB5984,8,17,8,17,8.0,17.0
’„GCAA8A869AC4F7AED3AB959B701AB8368,8,13,8,19,,
’„G2DE55D9B881D5A7E4843C8C037265E5E,7,16,13,15,7.0,16.0
’„GF2859E8AF06604B0CDCA3BB706912FC4,7,17,7,17,6.0,17.0
’„G05A089BB1B9425737070FADE676AFFB0,9,21,9,15,,
’„G5020AF3245E79C9FA0F2ECE78DA3723E,7,17,7,17,7.0,8.0
’„GAEFAF7FC51189E86214A0386237674B2,13,17,17,17,8.0,19.0
’„G5C24C834589E6250971A462ACBEF7C13,8,17,8,17,7.0,18.0
’„GF7C120F014C6EB5EE1F1B698CBD87114,6,17,7,21,,
’„G8DBEC9FA9F3F2C059C8B0AD50E259D2B,8,21,7,17,7.0,11.0
’„G95A73A7947F449CF9ED325017F26F8E9,8,21,8,8,7.0,19.0
’„GCAF0BF7639A8DE05916A487C4436AF0F,7,21,8,17,,
’„G2360411CE99CB5EA24649BB4DE174023,13,22,13,19,,
’„GF3ACC7ED27ABEEA613E799BDCDBF5E0C,6,22,7,17,6.0,21.0
’„GBB04F341E91821C6BF228366BBC977A8,7,18,8,18,8.0,18.0
’„GBE4D61882467EBFDFC9710DE5A114FC0,8,17,8,17,7.0,9.0
’„G314B63E816D43A70C800B8115D72B369,13,20,12,12,7.0,16.0
’„AAB13EEE6BE9538DE63968AC15BEC08EB,8,16,8,18,7.0,17.0
’„G57EE2A6AE44B387F4F36A9A410EB1A02,7,16,9,17,7.0,16.0
’„G97554732EFCFCCD09AE833FD2546A87B,6,7,7,17,6.0,17.0
’„G0E84A4F768AF0B95B092BAE9AEB99758,7,17,7,7,7.0,17.0
’„G3A4CF15A987BE2890ED379CEA7E6DDBB,6,19,17,18,6.0,18.0
’„G58F9B618448BAE805C91D2DA005352F3,5,19,11,14,,
’„G6688A803142D938AF356F582FF05C368,7,20,8,18,,
’„G75409A238FEB6F8C56A1E8E952E2A221,6,17,7,17,6.0,19.0
’„G8D5DAADF7A8C35556756887A24ED583A,18,18,8,19,7.0,19.0
’„GE910F399C66468D9F574326BD32F07FB,8,16,8,8,7.0,16.0
’„GEA880578FC5398625D709EFAA2810858,6,7,8,11,6.0,21.0
’„GFC39E3D6BD41DE7AE69488CB50E5162B,6,19,7,8,6.0,19.0
’„G3466C86726F08AD384B28EA0094EC169,6,18,7,18,6.0,17.0
’„G2B018058CBF4ABF4D052AAA920B74DAB,6,21,7,17,6.0,18.0
’„G39B721471F91F3256E2F23FAD7E9F0AC,7,17,8,17,,
’„GBB1BD5D4CD091C67003C1E2D225FE1E8,5,10,5,10,,
’„G789A6EED99E1A13E65BACEFCF14FBCE5,7,17,7,16,,
’„G0E5A477B7FF4CC0F6AA79C4E1A15D1F0,7,20,8,16,6.0,16.0
’„G17C30F25E5B7C1873C8D337C3254C53F,6,7,7,17,6.0,22.0
’„G7AF5798EC215B554BC6C0E0CA69E1B65,7,18,8,18,6.0,7.0
’„G7C189E3B4A9D652F69140A29AF39DA7A,7,18,8,17,6.0,19.0
’„GF16D1EBBABAAA1C289D3980E29114DAF,4,19,6,16,4.0,22.0
’„G05CE1F022890DF211ABDC97E6ABB768D,9,10,8,12,8.0,10.0
’„G1F0E999B57D69EF57C6FD806A7D95EC6,7,16,7,16,7.0,16.0
’„GDA6E832FD4FD586AC0019D63477EDD88,5,18,9,12,,
’„GFC2BFE49127FC89B2276EB91BDC6938E,6,19,7,18,7.0,16.0
’„G0068F5221D7622C829D32D7C7D00CF0C,8,16,9,16,,
’„GC7B1DCB2A1516C9366386B57227EBDB2,7,10,5,8,6.0,19.0
’„GA0E70A5C0AD2619964D6AEAF9F3D1537,6,18,8,17,6.0,18.0
’„GAFF8BE74C4F185E139A6A06DADDF340C,8,16,8,17,7.0,8.0
’„G658E6B65F9DF8BA4608A59EABD5A4FFF,6,19,7,17,6.0,17.0
’„G2D68C52E1F43173F8DEC14598B890D2A,9,9,9,10,,
’„GF0E85CE636591DDB1C604DBE07E181E1,7,17,7,17,7.0,19.0
’„GEB2819D3873F5DF46471EDA1E908E65E,5,18,5,16,4.0,18.0
’„G562FDCE7FCB697C35D968F93384B5148,7,8,7,17,8.0,18.0
’„GBB6746322B81677D8557C05E932CCAC9,8,11,8,16,7.0,16.0
’„G1200E7C84EE802ABAFED0EC95A654804,9,22,7,21,,
’„GCD6A1927DC7361D67917D614663C5E09,9,23,8,22,21.0,21.0
’„G7BDB90BC480BCCFCB8C996872E7AB99F,8,14,7,16,,
’„G7FBFAF03D5C4AC0F3E6FA439B3CE479A,8,17,8,17,7.0,17.0
’„G9042AE6942679F1A5A15BA82179045CF,7,17,7,17,7.0,17.0
’„K0D2635E3900FE50FA3418D54F31956C5,0,7,4,7,0.0,1.0
’„GC2B92FE9BCB670B88B7E606FF7D5E47F,8,17,7,15,,
∏”E8B00F08A54E1A207509328790F6F6D74,7,11,9,16,7.0,20.0
∏”EAE84FA3B3447393CA66EF31A7260F5F3,8,16,15,18,,
’„G5E0C248F8D555D6B434B272686A9E9F3,11,17,9,17,,
’„G6A868BCF4A1728C5CEADA64F2BB9A79A,6,16,7,17,7.0,17.0
’„G5AE7FC0B8D8FEC4D5FDD48F38BFBA2AC,13,20,16,17,2.0,13.0
’„GD108F0E723524B9B118734645C6AD9C4,7,21,4,17,,
’„GC98A5123CF925A48793740D5742BEE28,15,21,14,17,,
’„GE67F360FEAE5751087878FCB17DB63FC,1,3,4,5,1.0,9.0
’„GF86AAA600620C139F0B068B4AB37CC59,0,23,2,5,17.0,20.0
’„G1296935C7925E6E290A5C5558AC441C7,7,17,7,17,7.0,18.0
’„G662AFC8FF264594B9130721170C31CED,8,13,8,17,8.0,9.0
’„G5EDC19CABAAA8945AE71E6DF3FACCB52,13,15,13,16,16.0,18.0
’„G199CFE767BAE5041A49698B752A43AF4,7,19,8,13,7.0,15.0
’„G7708299A1662B70DA00AEE2A319C5E1E,8,21,8,9,7.0,21.0
’„G3C22CA3C0DEED9F6F4C7812DE0B0F191,8,14,7,18,,
’„GFB9AC4EB1AD000BB62D0EA6715EB7C92,7,19,7,17,7.0,17.0
’„G737294EBAE8F05BF937D3976F371DB5A,0,14,12,17,1.0,11.0
’„G8C52268AC6147C302A1B390E8D8580CB,13,16,7,16,14.0,16.0
’„G468B25CAE9014375E0EEAE2A5A3C87E1,7,18,7,17,7.0,18.0
’„G1DB3552390A2A5513AF29BB83C9DD9B9,7,18,7,18,7.0,18.0
’„G8155F2B0E23A96B5E75BC33AFB348031,10,11,11,14,16.0,16.0
’„G844A706E6D86E78D263DADDE95B2DE3B,0,17,0,5,0.0,21.0
’„GA54665FE82C02A411ED167B9A3CF73EA,8,20,9,17,8.0,20.0
’„G6308159B0C4078E2B725534FA2802036,8,16,8,17,8.0,17.0
’„GA3E35D5185D08B592CC202DCAE341680,7,7,7,7,7.0,17.0
’„EECFBC44F6EF4E83B5A98435CCE18C117,8,8,8,18,,
’„GC87F238AF9C0A12972AD7BC6BFE2CFA5,7,18,7,17,,
’„G1FF97EA0942401324C1D913F7357428F,8,8,7,17,7.0,18.0
’„GA4BA2400512FF7A34068B565C25B1460,6,19,7,8,6.0,18.0
’„GA3F6B1D5C395C1D25010E490DCF08FEB,8,16,8,8,7.0,16.0
’„G0296EF0FFAF742BCFBF70F431BA31B51,7,17,8,17,8.0,8.0
’„G2D42214D5A83A21E08A8BB9A5BF61056,7,18,7,17,7.0,18.0
’„GBADD67F3D689EDAB152824F94EE19752,3,18,3,17,3.0,18.0
’„G017F0AB798C187E21EAFE6A32CDDE7E4,7,17,7,17,7.0,17.0
’„G448BD70A76ADAF6C9E5F570724F40F59,7,18,8,16,7.0,18.0
’„G7808B453CA60689642BF298FA175AB52,7,13,6,17,,
’„G3014EA06FEB93EF52A5EEBD0D21335F5,7,21,7,18,,
’„G7EDBFE1911CEDAC95A3754F5B22534D1,7,18,7,20,6.0,23.0
’„G12B564108B56482961053CC11DCE241C,8,22,9,13,8.0,8.0
’„G3BC2DE2A517A69DD3E687C12D3ACF981,6,18,7,17,6.0,18.0
’„G72B8606A9A2486B664D9BAE3E94874A4,7,17,8,17,8.0,18.0
’„GADE7EB8A9E2A95AD1514E27E5B0DF48A,8,17,8,17,7.0,17.0
’„GD788229CC2F9713BD76724F743FCC1B0,16,16,7,17,8.0,18.0
’„G966CBDB338D5969731B986003A776C09,8,18,8,17,,
’„G969CFAD5E1E8504E752BA7FA0ACD1B4C,7,18,7,17,7.0,18.0
’„GA608494278EB1A39D589D4D9D233D9E8,6,22,7,18,7.0,19.0
’„GD017F13A6E1F6A71C7D3C9F820A717D3,7,19,6,17,,
’„GFEC1DF07D4722F716F2E7B5A22680052,7,18,8,17,,
’„GCCB5A918C90B1CC6F625C324C69EEE96,7,7,7,17,,
’„G056EBE85B685B76FD1AB5114F8B28AB6,7,17,7,17,6.0,17.0
’„G47589C3DA8D6BD2D5F0BDAD8FBE111BC,7,22,10,18,,
’„G5132F8551924775D0337FB3DB3C7B43A,7,17,8,16,7.0,16.0
’„G33E7FB6B9BEF112347ABD87BAEAF03DE,7,17,7,11,17.0,17.0
‘•PB4DC286A32577929860B548F27B783F6,7,16,8,17,,
’„G73CABC59E4F162B695A9B8FE6ACB46ED,4,17,4,4,,
’„G2EF491986D97A7DDA6BF9173A6558579,8,20,13,13,10.0,21.0
’„G33A639A27C5DEA876706AF5AE170F83A,7,17,7,17,6.0,17.0
’„G50377D0598BC0EA55B80E692D3662E12,6,7,8,8,8.0,17.0
’„G8184248BC15EED3496A799CCD1408336,6,21,8,17,,
’„G9ABFE92D031B2C6A8A8F33EBC0CB47B0,7,19,8,17,,
’„G34015FEC1785836FA1612FA79B192146,7,19,7,17,7.0,19.0
’„G3BBD6BD49DE7AA11A4C53530FB6BA80C,6,6,7,17,6.0,17.0
’„G570F25EEFA936AE6BEC14BE28F15C6F7,6,17,8,17,7.0,17.0
’„G58BC0957330BC460590001472622C85F,7,7,7,7,,
’„G6CCEB0EEA2E49B397ADF4D42291D74BD,7,8,7,18,,
’„GA732DA8DAE09474973F7B0F5BFE864D4,13,13,16,17,13.0,14.0
’„GBDD27166BED1747FCD8C5F2AF4022DA8,6,7,6,15,6.0,18.0
’„G42258DFFE367F7DB16EEE6A56F3EC5BE,7,17,8,18,,
’„GD9CB8A5D5A58CD991443AD298D90F3AF,8,21,8,17,,
’„G0F41A8FFE166623341CF511E81C76D09,7,17,17,17,,
’„G584D449D7A45699F9F55B7E519FEFA27,7,17,7,17,,
’„GA3AC71FC5E3AB4DB4DB633D02E338DB9,14,16,11,15,8.0,14.0
’„GDCF4628A8682D9140A38C1F175C7F7FD,6,18,7,17,6.0,18.0
’„GDDA3AD044BC5933958F0CEA56821B8A0,6,17,8,17,6.0,6.0
’„GBD94AA0F468F771E6620A6DA3359ABF1,7,17,8,16,8.0,17.0
’„G96F589821F5A49B1ADFF3F478B35D0B1,17,21,10,17,,
’„DD587C9A53E444E60B9F00F23A72832C2,8,19,7,18,8.0,20.0
’„G40C88FB9E264C9CA994D2D2D47D1CDFF,3,13,6,17,4.0,13.0
’„G9E6252403BDE6573A08B35F4149E47D9,9,17,11,17,8.0,21.0
’„G07C23AFBDBDD7DCA1E49159B4EE86869,7,17,7,17,7.0,8.0
’„GACB5238104F7C4A8EF62557A02CC4621,7,18,8,17,7.0,20.0
’„G445BF2E3485008BB1CF4FAEF0EB63F5B,6,19,7,17,6.0,20.0
’„G66352B74C926ACD91756F5AD91D0BA05,6,17,11,17,6.0,18.0
’„G76E7998B52D70DA300215B6C7D5A8AA8,6,17,7,16,7.0,20.0
’„GDA95C001FE9DC04772662014D19CD686,7,17,7,17,6.0,18.0
’„G3D1A28183F800F13E9AECE60F863C8A0,6,17,7,17,6.0,18.0
ª¶CBC8B6F812EF69C1D059AD05C6FDAFC37,8,18,8,18,8.0,18.0
’„G1F41E017CC48F5F845DD9AE1EA952D6B,6,19,7,17,6.0,19.0
’„G3D18E114BE614AC5A69D6825ABCFC091,6,21,6,21,6.0,6.0
’„GA1EC41BACEB17D5F3E8D487F07741A09,6,17,8,18,6.0,18.0
’„GC711DF2DAEF6FA071CCFDFE1CD6DB90C,7,17,6,23,6.0,6.0
’„GD570A89205CC5EEDF83183B0434208D7,6,18,8,16,,
’„GEE972C67488AFE765A3FF088836FCE86,6,21,7,20,6.0,7.0
’„G7F505C5649439F25BA6E777B4491891B,3,5,5,7,,
’„G6D2B107DCF3F4B8A417073A61574B522,6,8,8,17,6.0,18.0
’„G74CF097B7AEE283DBDFD7A16EF8D50D3,6,17,3,16,,
’„G4468B24B1659A66BAC1DF1B8B91CB3A1,6,20,16,17,6.0,6.0
’„G0C41DFB37D0E62C75969E98CCDC32B3E,4,16,5,9,4.0,16.0
’„G5981119CCA673C009196E4601009F6E6,8,19,8,18,8.0,18.0
’„G847EE21E0B4584478E92724DBC5A1865,6,18,6,20,,
’„G41662809BE1DEA162FCA99F28E639DCE,7,17,7,17,,
’„G76C8F9348510965089420974BA3C71E6,6,19,7,17,6.0,19.0
’„ADF9831B1AFC08AC05E05B153C36D36B4,8,17,8,17,8.0,18.0
’„GF6AFED5566F52E3A7A036326DFD07BCE,8,18,8,17,8.0,17.0
’„G59D7A3143071835B328D0572F8C9D286,6,17,7,18,,
’„GDBC0685B619810F6AEF7BEFE3F70F68D,7,17,7,17,7.0,7.0
’„GB61B8E7D673F90C2DDFBA6226019CC6C,5,19,1,16,3.0,4.0
’„GDC04DE1CE2012CE24F8F9C9C48564BED,4,7,6,7,5.0,6.0
’„GEEBB7E50543743E6E5C84EA68D7938BB,6,20,6,17,6.0,15.0
’„G22C5EAD7E507577750E0B31D9CCC38C8,8,21,7,21,6.0,21.0
‘•S037AC6CB30C9C5EA27EDC093866299EE,12,12,11,22,2.0,15.0
’„G0EA187D4FA4A00BDEACCBE96438C9890,7,18,7,17,7.0,18.0
’„G566703E1FF6C3D79DE80B05EFDA6EC87,6,21,8,17,6.0,19.0
’„G2D6A3FCD8478D6EF40D7B0B27D92DD00,6,15,0,16,6.0,8.0
’„G06627861F536212382B9BE06CC9D801C,7,17,6,17,,
’„G386B08D9F30B8550578A5E229E8DEEEB,7,19,7,17,,
’„G0250B96077ADF4245B871CBFAD2361C1,6,17,6,16,6.0,16.0
’„GAF7DC58A75E98457B11133AD8D376105,9,18,9,18,8.0,19.0
’„GC3C2A55B358230C6B771472C921C10E8,6,18,7,19,,
’„G6E6CE5C9C426C000CBE7150D77012C0B,7,13,9,16,7.0,16.0
’„G235B53423E3161922FF5EE1968E61C5C,11,15,8,17,8.0,14.0
’„G55C9805B9148EC32DC455A2CC7FA0045,8,19,8,17,8.0,18.0
’„G2BE98EF8DED96FF8C5E3F6C92C9736F1,8,21,7,22,6.0,22.0
’„GFBDFD5957D143C2ACAE77ECF4B6AAD42,8,14,8,18,,
’„GFA9DB8A4B5E6B9CFCE44BCDF3608D81B,7,17,7,17,,
’„G4A2EEABDE1EA965DB4476447A2C73722,7,19,8,17,7.0,18.0
’„G03F8CAA00D5C44455F4634864E43320C,8,17,8,17,8.0,18.0
’„GC74960C570E6C4023E0448337D1D5366,7,18,7,17,7.0,17.0
’„G15A467BA4F4ECDB001B48675BDE553E8,8,17,8,17,,
’„G97235B04FE8D425987EE37CE2C98DFB5,19,22,17,19,,
’„G88DCBFBA3221F217032F7CF63F79C663,13,23,11,17,11.0,14.0
’„G5040A9DC655665E09514F961824360F2,4,14,6,11,4.0,14.0
’„G71B8D0CBCCA892F01DA1BC4D8D11BCE4,7,18,7,18,,
’„G32DCD21EB1CA602E117A71E663FD77E6,7,21,8,20,,
’„GB267EEC899C12C9EA98E0C05132DD6BC,7,18,7,17,6.0,19.0
’„GADD2E547B87274EA73F4FC3807593A8E,6,16,7,17,6.0,13.0
’„G21382B1ED8B7DDD0A8F277B508D8FBBE,8,17,8,17,,
’„JE9216C3963BC00AF4694D1EC7C21F273,10,16,11,17,8.0,21.0
’„G2D34544605AE8158B42004FD655EEA30,9,17,12,14,8.0,17.0
’„G34757E601425D8784783E8713631F7D1,6,13,7,13,6.0,17.0
’„G69A71240DCBCCD596406314E1ED4446D,7,16,9,9,8.0,18.0
’„G940A315E4466CE94BE819DBAE1614A23,8,22,9,17,,
’„GAFB4D310E6E27E1E148D775613D12B5C,8,18,8,17,8.0,18.0
’„G3D5ED5CD29ED239A324C297FE414A464,6,21,20,20,7.0,17.0
’„GF8EDCD6B43BC86196209621F299B241E,7,17,7,17,7.0,17.0
’„G1CFCD3235809921E3E3AAC91AA315761,7,16,8,17,7.0,18.0
’„GD7F9042CCC55048708014249979031A4,7,18,7,20,7.0,16.0
’„GDE60A8F578D43B2040A8A6005E037AED,9,17,8,18,8.0,18.0
’„G90AEE7A227D33FCE032268D48B29A310,7,17,7,17,7.0,17.0
‘•N6DAED3D3FE30F0467F2F9F4558839599,11,17,13,17,10.0,17.0
’„GA856F4CA8537EBEE87C7331D663A3AEF,6,14,11,14,,
’„GE0BA343E8A0502D3830C5F234AD75439,7,11,7,17,,
’„G5E0075A2E13870DCF1F75ABE8CFB1C13,8,17,8,16,8.0,16.0
√…DF560EAA56B751663586B39BF627C221E,11,14,12,14,13.0,15.0
’„G1242C2BA5E74C47584509ACE7687F463,8,17,8,17,8.0,12.0
’„GB356B942F8F0364B716075E569F85395,9,16,6,16,9.0,16.0
’„G15A760A75CAA7EAE4198A5347D99EBED,7,18,7,17,7.0,7.0
’„G0E2375EF60A86CB319F511FD1438ADB1,9,15,8,12,,
’„G50281320D086D1630D61969C7E83557B,6,17,10,18,7.0,16.0
’„GB13751FF7E7E52FC23DCF90E1E415B88,7,19,7,16,,
’„GED21F19BEE769CB60C66B898A9A54D70,8,17,8,18,,
’„G01F60D57AB9C9ED02D7137C9D49F4ACB,1,14,8,9,,
’„A665C9E88EBCEA15411D83F4E447AF161,3,12,7,7,4.0,11.0
’„GA235883AE1F15917D47CD98EF40EC16E,7,17,7,17,7.0,17.0
’„G638EAA69EAAA9CB225F9F00E72CFC798,7,16,8,17,8.0,17.0
’„GB8B8C59FF6ED8D79C8DE225DE9A57DE3,7,21,7,17,7.0,17.0
’„G6CE0DC26C400B05DE228312B84E4D342,7,17,7,17,7.0,17.0
’„G22C8F422F6EEF6A361558B48947C5B85,7,18,17,17,17.0,17.0
